JobTitle,CompanyName,Location,Date,Link,Type,Skills,Experience
Business Analyst Specialist,Masria Digital Payment (MDP),"New Cairo, Cairo, Egypt",9 days ago,https://wuzzuf.net/jobs/p/HSvnBRWQgtK7-Business-Analyst-Specialist-Masria-Digital-Payment-MDP-Cairo-Egypt?o=703&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Business Development  Analyst/Research  Banking  Business Administration  Business Development  Communication  business, 2 - 4 Yrs of Exp 
Senior Full-stack Software Engineer (Ionic / .Netcore ),Confidential,"New Cairo, Cairo, Egypt",9 days ago,https://wuzzuf.net/jobs/p/wbv4XDrDVQA4-Senior-Full-stack-Software-Engineer-Ionic-Netcore-Cairo-Egypt?o=704&l=sp&t=sj&a=data |search-v3|navbg,Full TimePart Time, IT/Software Development  Project/Program Management  Sports and Leisure  Full Stack  Ionic  .netcore, 3 - 5 Yrs of Exp 
Senior CRM Specialist- Real Estate developer,Palmier Real Estate.com,"Sheikh Zayed, Giza, Egypt",9 days ago,https://wuzzuf.net/jobs/p/x76JVLfEx03m-Senior-CRM-Specialist--Real-Estate-developer-Palmier-Real-Estate-com-Giza-Egypt?o=705&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Customer Service/Support  Operations/Management  English  Negotiation  negotiation skills  real estate developer  Skills  developer  Real Estate  Leadership, 3 - 4 Yrs of Exp 
Digital Marketing Specialist / Media Buying (FEMALES ONLY),E-REGO,"Sheikh Zayed, Giza, Egypt",27 days ago,https://wuzzuf.net/jobs/p/uPAmVNaNppWO-Digital-Marketing-Specialist-Media-Buying-FEMALES-ONLY-E-REGO-Giza-Egypt?o=706&l=sp&t=sj&a=data |search-v3|navbg,Full Time, females_only  Marketing/PR/Advertising  Media/Journalism/Publishing  Strategy/Consulting  Digital Marketing  Social Media  Media Buying  Google Ads  Google Adwords  Online Marketing  Marketing Online, 2 - 5 Yrs of Exp 
Database Administrator,Fawry for Banking Technology and Electronic Payments S.A.E,"Smart Village, Giza, Egypt",9 days ago,https://wuzzuf.net/jobs/p/OrZhxv0CjVYE-Database-Administrator-Fawry-for-Banking-Technology-and-Electronic-Payments-S-A-E-Giza-Egypt?o=707&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  Database  Database Administration  Computer Science  SQL  Oracle  Administration  Engineering, 1 - 3 Yrs of Exp 
Marketing Senior Manager,IGI-Group,"Sheikh Zayed, Giza, Egypt",9 days ago,https://wuzzuf.net/jobs/p/P4xZzotF90cN-Marketing-Senior-Manager-IGI-Group-Giza-Egypt?o=708&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Marketing  Marketing Campaigns  Advertising  Real Estate  Social Media, 10 - 12 Yrs of Exp 
General Accountant,FinBi Finance & Banking Consultants International,"Dokki, Giza, Egypt",27 days ago,https://wuzzuf.net/jobs/p/eXC6pStVAWHx-General-Accountant-FinBi-Finance-Banking-Consultants-International-Giza-Egypt?o=709&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Customer Service/Support  Accounting  Customer Service  Analysis, 5 - 10 Yrs of Exp 
Chief Accountant,Milestones,"New Cairo, Cairo, Egypt",9 days ago,https://wuzzuf.net/jobs/p/mJFlmQ5jpofO-Chief-Accountant-Milestones-Cairo-Egypt?o=710&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Finance  chief accountant  Accounting  Financial Management  accountant  Odoo  Financial Analysis  analytical, 5 - 7 Yrs of Exp 
Java Developer,Target Recruitment  & HR Solutions,"Cairo, Egypt",27 days ago,https://wuzzuf.net/jobs/p/lsMqyLGmfuxn-Java-Developer-Target-Recruitment-HR-Solutions-Cairo-Egypt?o=711&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Java  Development  REST  Information Technology (IT), 2 - 10 Yrs of Exp 
Odoo Functional Consultant,Smart Technologies,"Nasr City, Cairo, Egypt",27 days ago,https://wuzzuf.net/jobs/p/ajmXBzTF7H8A-Odoo-Functional-Consultant-Smart-Technologies-Cairo-Egypt?o=712&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  IT/Software Development  Odoo ERP  functional consultant  Business Processes  Accounting  Manufacturing  Odoo  business  Functional, 4 - 20 Yrs of Exp 
senior Test Engineer,Wakeb Data,"Mohandessin, Giza, Egypt",8 days ago,https://wuzzuf.net/jobs/p/L7jNoghFf6TJ-senior-Test-Engineer-Wakeb-Data-Giza-Egypt?o=713&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  Software Testing  Agile  Information Technology (IT)  Engineering  Software Development  Testing  ISTQB  quality, 4 - 6 Yrs of Exp 
Full Stack Developer (React JS),Akwad,"Sidi Bishr, Alexandria, Egypt",10 days ago,https://wuzzuf.net/jobs/p/t4mkmzTUoaMo-Full-Stack-Developer-React-JS-Akwad-Alexandria-Egypt?o=714&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  React js  React  JavaScript  Js  Full Stack Developer  Full Stack  developer, 5+ Yrs of Exp 
Costumer Services real estate,Cleopatra Developments,"Mohandessin, Giza, Egypt",10 days ago,https://wuzzuf.net/jobs/p/pTE6SzckbWvL-Costumer-Services-real-estate-Cleopatra-Developments-Giza-Egypt?o=715&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Customer Service/Support  Customer Service  Office management  real-estate  Real Estate  Customer  CRM  CRM Systems, 1 - 3 Yrs of Exp 
Site Accountant,Alamayia for general contracting,"Cairo, Egypt",10 days ago,https://wuzzuf.net/jobs/p/2Ttk6KRso4Ch-Site-Accountant-Alamayia-for-general-contracting-Cairo-Egypt?o=716&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounting  Contracting, 2 - 3 Yrs of Exp 
MEAN Full Stack Developer,Confidential,"Cairo, Egypt",10 days ago,https://wuzzuf.net/jobs/p/mPe3xW0qFjCi-MEAN-Full-Stack-Developer-Cairo-Egypt?o=717&l=sp&t=sj&a=data |search-v3|navbg,Part Time, IT/Software Development  Angular  Node.js  Software Development  Information Technology (IT)  APIs  AWS  MEAN Stack, 5 - 7 Yrs of Exp 
Accountant,Winner brands,"Heliopolis, Cairo, Egypt",10 days ago,https://wuzzuf.net/jobs/p/cdPNv2oJsdOC-Accountant-Winner-brands-Cairo-Egypt?o=718&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  accountant  Accounting, 1 - 3 Yrs of Exp 
Mechanical Engineer,Egypt Gold,"Heliopolis, Cairo, Egypt",10 days ago,https://wuzzuf.net/jobs/p/DVdo73WXCyr6-Mechanical-Engineer-Egypt-Gold-Cairo-Egypt?o=719&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Installation/Maintenance/Repair  Engineering - Mechanical/Electrical  Engineering  Maintenance  Manufacturing  Mechanical  Mechanical Engineering  technical  Management, 1 - 3 Yrs of Exp 
Electrical Engineer,Egypt Gold,"Heliopolis, Cairo, Egypt",10 days ago,https://wuzzuf.net/jobs/p/bTypN7eW8UOC-Electrical-Engineer-Egypt-Gold-Cairo-Egypt?o=720&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Installation/Maintenance/Repair  Engineering - Mechanical/Electrical  Communication  Design  Electrical  Electrical Engineering  Electrical manufacturing  Engineering  Manufacturing  Mechanical Engineering, 1 - 3 Yrs of Exp 
Java Developer,Spirawn,"Washington, D.C., United States",10 days ago,https://wuzzuf.net/jobs/p/prEqOXmSCG5l-Java-Developer-Spirawn-Washington-D-C-United-States?o=721&l=sp&t=sj&a=data |search-v3|navbg,Full TimeWork From Home, IT/Software Development  Engineering - Telecom/Technology  Java  Spring Boot  Java Developer  Information Technology (IT)  Spring  Software Development  Computer Science  Angular, 2 - 4 Yrs of Exp 
Pre-Sales Business Development Senior Specialist,Etisalat Egypt,"Maadi, Cairo, Egypt",10 days ago,https://wuzzuf.net/jobs/p/zKo2szfdTcHz-Pre-Sales-Business-Development-Senior-Specialist-Etisalat-Egypt-Cairo-Egypt?o=722&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Business Development  Operations/Management  Project/Program Management  Business Development  Business Administration  business  Management  Communication  sales skills  Sales, 3+ Yrs of Exp 
Importation Manager,Confidential,"Mokattam, Cairo, Egypt",10 days ago,https://wuzzuf.net/jobs/p/v8wu5pjPfd8W-Importation-Manager-Cairo-Egypt?o=723&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Logistics/Supply Chain  Operations/Management  Logistics  Supply Chain  Cargo  Purchasing  Procurement  Microsoft Office  Operations Management  Logistics Management, 7 - 10 Yrs of Exp 
Senior Sales Executive,Dubai Media,"Dokki, Giza, Egypt",10 days ago,https://wuzzuf.net/jobs/p/pu3hYkVNG1rF-Senior-Sales-Executive-Dubai-Media-Giza-Egypt?o=724&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_preferred  Business Development  Customer Service/Support  Sales/Retail  Advertising  Communication  Customer Service  Digital Marketing  Marketing  Negotiation  Sales, 3 - 5 Yrs of Exp 
Insurance Underwriter,Royal Insurance Company,"Hurghada, Red Sea, Egypt",10 days ago,https://wuzzuf.net/jobs/p/YgOQqPOgpN1u-Insurance-Underwriter-Royal-Insurance-Company-Red-Sea-Egypt?o=725&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Other  Insurance  Microsoft Office  Microsoft Excel  Commerce  Insurance Proposal  Underwriting, 2+ Yrs of Exp 
Quality Assurance - German speaker,Expleo,"Maadi, Cairo, Egypt",10 days ago,https://wuzzuf.net/jobs/p/89BvtKkGuYIl-Quality-Assurance---German-speaker-Expleo-Cairo-Egypt?o=726&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  German  QA  Software Testing Life Cycle, 0 - 2 Yrs of Exp 
Google Ads Expert,Backyard,"New Cairo, Cairo, Egypt",10 days ago,https://wuzzuf.net/jobs/p/8usXsXmScSLv-Google-Ads-Expert-Backyard-Cairo-Egypt?o=727&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Media/Journalism/Publishing  Ads  Advertising  Digital  Digital Marketing  E-Marketing  google  Google Ads  Marketing, 2+ Yrs of Exp 
"Social Media Ads Expert (Channels, Campaigns, Re-marketing, Conversions)",Backyard,"New Cairo, Cairo, Egypt",10 days ago,https://wuzzuf.net/jobs/p/ZsO92B63I2nm-Social-Media-Ads-Expert-Channels-Campaigns-Re-marketing-Conversions-Backyard-Cairo-Egypt?o=728&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Media/Journalism/Publishing  Marketing  E-Marketing  Online Marketing  Social Media  Ads  Advertising  campaigns  Digital, 3+ Yrs of Exp 
Full Stack Developer,SEOS7,"Giza, Egypt",29 days ago,https://wuzzuf.net/jobs/p/wb04mpm7LdQw-Full-Stack-Developer-SEOS7-Giza-Egypt?o=729&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  JavaScript  CSS  HTML  MySQL  Software Development, 4 - 7 Yrs of Exp 
Assistant Accounting Manager,Baladna Farms,"Cairo, Egypt",10 days ago,https://wuzzuf.net/jobs/p/rXN8wG4P61bd-Assistant-Accounting-Manager-Baladna-Farms-Cairo-Egypt?o=730&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounting  Accounting Software  Bookkeeping  English  Finance  office  Microsoft Office, 2 - 4 Yrs of Exp 
General Accountant,Sinai Sons Company,"New Cairo, Cairo, Egypt",10 days ago,https://wuzzuf.net/jobs/p/LOkJTqFm0vHP-General-Accountant-Sinai-Sons-Company-Cairo-Egypt?o=731&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Administration  Accounting  Audit  ERP  Financial Management, 4+ Yrs of Exp 
Supply Chain Section head,Confidential,"Cairo, Egypt",10 days ago,https://wuzzuf.net/jobs/p/tos8PvCapaTK-Supply-Chain-Section-head-Cairo-Egypt?o=732&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Logistics/Supply Chain  Operations/Management  Engineering - Mechanical/Electrical  Mechanical Engineering  Supply Chain  Logistics  Manufacturing  Electrical Engineering  Management  Operations, 5 - 8 Yrs of Exp 
Export Sales Specialist,International Group For Modern Coating,"Bourj Alarab, Alexandria, Egypt",10 days ago,https://wuzzuf.net/jobs/p/xZnBtHAAyrgz-Export-Sales-Specialist-International-Group-For-Modern-Coating-Alexandria-Egypt?o=733&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_only  Logistics/Supply Chain  Sales/Retail  Export Sales  Export  sales skills  Sales  English, 2 - 5 Yrs of Exp 
Creative Graphic Designer & Content Creator (Digital),Bee Interactive Ltd.,"Zamalek, Cairo, Egypt",10 days ago,https://wuzzuf.net/jobs/p/2sxNkyost5Cw-Creative-Graphic-Designer-Content-Creator-Digital-Bee-Interactive-Ltd-Cairo-Egypt?o=734&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Creative/Design/Art  Media/Journalism/Publishing  Graphic Design  Applied Arts  Fine Arts  Adobe Photoshop  Adobe Illustrator  Adobe Indesign  Social Media  Design, 4 - 6 Yrs of Exp 
Quality Assurance Specialist,MB for Engineering,"6th of October, Giza, Egypt",10 days ago,https://wuzzuf.net/jobs/p/mCtKEcRIxjTc-Quality-Assurance-Specialist-MB-for-Engineering-Giza-Egypt?o=735&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Quality  Engineering - Other  assurance  Engineering  Quality Assurance  Quality Control  QA  quality  Quality Management, 2 - 3 Yrs of Exp 
Account Manager,Al-Kayan Group,"New Cairo, Cairo, Egypt",10 days ago,https://wuzzuf.net/jobs/p/po7YsJ1QbfWR-Account-Manager-Al-Kayan-Group-Cairo-Egypt?o=736&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Customer Service/Support  Other  Project/Program Management  Account Management  Accounts  Key Account  Key Accounts  Management, 2 - 5 Yrs of Exp 
Accountant clients and banks,Egypt for Panel and Steel Industries S.A.E,"6th of October, Giza, Egypt",10 days ago,https://wuzzuf.net/jobs/p/R0wMh5FKlmwL-Accountant-clients-and-banks-Egypt-for-Panel-and-Steel-Industries-S-A-E-Giza-Egypt?o=737&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  accountant  Financial Analysis, 1 - 4 Yrs of Exp 
Executive secretary,Egypt for Panel and Steel Industries S.A.E,"6th of October, Giza, Egypt",10 days ago,https://wuzzuf.net/jobs/p/RUBNbDb6NDSe-Executive-secretary-Egypt-for-Panel-and-Steel-Industries-S-A-E-Giza-Egypt?o=738&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Secretary  English  Skills, 1 - 3 Yrs of Exp 
Bioinformatician (Proteomics & Drug design),HITS Technologies,"Nasr City, Cairo, Egypt",29 days ago,https://wuzzuf.net/jobs/p/jZEeZPLpqpq2-Bioinformatician-Proteomics-Drug-design-HITS-Technologies-Cairo-Egypt?o=739&l=sp&t=sj&a=data |search-v3|navbg,Part TimeFreelance / Project, R&D/Science  Analyst/Research  Research Analysis  Computer Science  Drug Development  Drug Design  Proteomics  Biotechnology  Documentation, 2 - 10 Yrs of Exp 
Senior Full Stack Developer - (.Net Core + Angular),CrossWorkers,"New Cairo, Cairo, Egypt",29 days ago,https://wuzzuf.net/jobs/p/7WAK23D1S42a-Senior-Full-Stack-Developer---Net-Core-Angular-CrossWorkers-Cairo-Egypt?o=740&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  Angular  CSS3  HTML5  JavaScript  Angular 8+  Typescript  Bootstrap  .Net Framework, 4 - 6 Yrs of Exp 
Senior UX/UI Designer,International Advanced,"Nasr City, Cairo, Egypt",29 days ago,https://wuzzuf.net/jobs/p/VYDLdrW5R10n-Senior-UXUI-Designer-International-Advanced-Cairo-Egypt?o=741&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Creative/Design/Art  IT/Software Development  Adobe XD  Design  Creative  Sketch  UI  UI Design  UX  Figma, 3 - 5 Yrs of Exp 
Sr. Personnel Specialist,Confidential,"Nasr City, Cairo, Egypt",29 days ago,https://wuzzuf.net/jobs/p/SqIOaurejNj9-Sr-Personnel-Specialist-Cairo-Egypt?o=742&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_only  Human Resources  Labor Law  Microsoft Office  Personnel  Social Insurance  Human Resources (HR)  MS Office  Labor  Insurance  Recruitment, 5 - 8 Yrs of Exp 
System Administrator,RDI,"Dokki, Giza, Egypt",11 days ago,https://wuzzuf.net/jobs/p/LLi8tQxrgcMc-System-Administrator-RDI-Giza-Egypt?o=743&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  Network Administration  Information Technology (IT)  Networking  Linux  CCNA  CCNP  System Administration, 2+ Yrs of Exp 
Chief accountant,Confidential,"10th of Ramadan City, Cairo, Egypt",11 days ago,https://wuzzuf.net/jobs/p/gyAb6F6LsVGT-Chief-accountant-Cairo-Egypt?o=744&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_only  Accounting/Finance  Banking  Operations/Management  Financial Analysis  Financial Management  Finance  General Ledger  ERP systems, 10 - 15 Yrs of Exp 
Java Senior Back-End Developer,Mobilar,"Nasr City, Cairo, Egypt",28 days ago,https://wuzzuf.net/jobs/p/qrfbIlvtcYCK-Java-Senior-Back-End-Developer-Mobilar-Cairo-Egypt?o=745&l=sp&t=sj&a=data |search-v3|navbg,Full TimeWork From Home, IT/Software Development  Engineering - Telecom/Technology  Software Testing  Arabic  English  Computer Science  Information Technology (IT)  IT  Quality Control  APIs, 3 - 15 Yrs of Exp 
Commercial Operations Manager,Masary,"Mokattam, Cairo, Egypt",11 days ago,https://wuzzuf.net/jobs/p/oltDhZ8jAcPV-Commercial-Operations-Manager-Masary-Cairo-Egypt?o=746&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Operations/Management  Sales/Retail  Administration  Finance  Management  Sales  Operations  Analysis  Communication, 3 - 4 Yrs of Exp 
Senior Social Media Specialist - Alexandria,Caduceus Lane,"San Stefano, Alexandria, Egypt",29 days ago,https://wuzzuf.net/jobs/p/nhovjMS1hyXP-Senior-Social-Media-Specialist---Alexandria-Caduceus-Lane-Alexandria-Egypt?o=747&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Media/Journalism/Publishing  SEO  PPC  SEM  Social Media  Online Marketing  Digital Marketing  E-Marketing  Marketing, 3 - 6 Yrs of Exp 
Electrical Maintenance Engineer,Confidential,"Ameria, Alexandria, Egypt",12 days ago,https://wuzzuf.net/jobs/p/lWqR3PKblaJT-Electrical-Maintenance-Engineer-Alexandria-Egypt?o=748&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Installation/Maintenance/Repair  Manufacturing/Production  Engineering - Mechanical/Electrical  Electrical Engineering  Electrical manufacturing  Maintenance  Manufacturing  Safety  English  Engineering, 4 - 6 Yrs of Exp 
Quality Control Analyst,Hikma Pharmaceuticals,"6th of October, Giza, Egypt",28 days ago,https://wuzzuf.net/jobs/p/mFj6c8dikoB0-Quality-Control-Analyst-Hikma-Pharmaceuticals-Giza-Egypt?o=749&l=sp&t=sj&a=data |search-v3|navbg,Full Time, R&D/Science  Quality  Analyst/Research  Analysis  Quality Control  quality  Science, 1 - 3 Yrs of Exp 
Senior Software Quality Control Tester,RMG,"Heliopolis, Cairo, Egypt",13 days ago,https://wuzzuf.net/jobs/p/DYsI6o7vQvR3-Senior-Software-Quality-Control-Tester-RMG-Cairo-Egypt?o=750&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Computer Science  Information Technology (IT)  ISTQB  Quality Control  Software  Computer Engineering, 4 - 6 Yrs of Exp 
Flutter Developer,IRIS Studio,"Dokki, Giza, Egypt",13 days ago,https://wuzzuf.net/jobs/p/EIiWWuwWosuo-Flutter-Developer-IRIS-Studio-Giza-Egypt?o=751&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Creative/Design/Art  IT/Software Development  Engineering - Telecom/Technology  Flutter  Mobile Application Development  Software Development  Code Versioning Tools  APIs  Node.js  Applications, 1 - 5 Yrs of Exp 
Regional Export Manager:,Energya Cables,"Lagos, Nigeria",13 days ago,https://wuzzuf.net/jobs/p/v5LogDwdj0OQ-Regional-Export-Manager-Energya-Cables-Lagos-Nigeria?o=752&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Sales/Retail  Electrical power  electrical power engineering  Export  french, 7 - 10 Yrs of Exp 
Presales Technical Office Engineer (BMS),3Brothers,"Heliopolis, Cairo, Egypt",13 days ago,https://wuzzuf.net/jobs/p/c9WOmQPPYGQA-Presales-Technical-Office-Engineer-BMS-3Brothers-Cairo-Egypt?o=753&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Mechanical/Electrical  AutoCAD  MS Office  MS  Technical Office  Communication skills  English  Engineering  Microsoft Office  Electrical Engineering, 1 - 3 Yrs of Exp 
Accounts Payable Accountant,Confidential,"New Cairo, Cairo, Egypt",13 days ago,https://wuzzuf.net/jobs/p/Iuqy2WnCtl7Z-Accounts-Payable-Accountant-Cairo-Egypt?o=754&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounts Payable  Communication  Finance  SAP  Payable  Financial Analysis  business  Accounting  Accounts, 2 - 4 Yrs of Exp 
HR Assistant,Confidential,"Cairo, Egypt",13 days ago,https://wuzzuf.net/jobs/p/WMSgYwrQvih4-HR-Assistant-Cairo-Egypt?o=755&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Human Resources  HR Assistant  HR  Human Resources  Human Resources (HR), 2 - 4 Yrs of Exp 
Senior iOS Developer,Confidential,"Maadi, Cairo, Egypt",13 days ago,https://wuzzuf.net/jobs/p/jPmFl9kBY9uz-Senior-iOS-Developer-Cairo-Egypt?o=756&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Computer Science  Apple  APIs  Software Development  Cloud  Software Engineering  computer  Design  Development, 5+ Yrs of Exp 
Personnel Specialist,Fine Hygienic Holding,"6th of October, Giza, Egypt",30 days ago,https://wuzzuf.net/jobs/p/4SMDftZyrqiE-Personnel-Specialist-Fine-Hygienic-Holding-Giza-Egypt?o=757&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Human Resources  Personnel  Human Resources (HR)  English  Excel  Computer Skills  Skills, 2 - 4 Yrs of Exp 
Senior Linux System Engineer,Aman,"6th of October, Giza, Egypt",13 days ago,https://wuzzuf.net/jobs/p/dXrZRsEKOeLK-Senior-Linux-System-Engineer-Aman-Giza-Egypt?o=758&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Telecom/Technology  Linux Operating System  Vmware, 3 - 5 Yrs of Exp 
